time,s1,s2
7.02,7.343028318303021E-4,0.09926569716816964
7.03,7.291806617101272E-4,0.09927081933828981
7.04,7.240942249809891E-4,0.09927590577501896
7.05,7.190432688189091E-4,0.09928095673118104
7.06,7.140275451289916E-4,0.09928597245487095
7.07,7.090468080975655E-4,0.09929095319190238
7.08,7.041008136300177E-4,0.09929589918636993
7.09,6.991893193395457E-4,0.0993008106806604
7.1,6.943120845360352E-4,0.0993056879154639
7.11,6.894688702150531E-4,0.09931053112978488
7.12,6.846594390469624E-4,0.09931534056095298
7.13,6.798835553661525E-4,0.09932011644463379
7.14,6.751409851603917E-4,0.09932485901483956
7.15,6.704314960602976E-4,0.09932956850393965
7.16,6.657548573289282E-4,0.09933424514267102
7.17,6.61110839851488E-4,0.09933888916014846
7.18,6.56499216125158E-4,0.09934350078387479
7.19,6.519197602490411E-4,0.0993480802397509
7.2,6.473722479142306E-4,0.09935262775208571
7.21,6.428564563939923E-4,0.09935714354360595
7.22,6.383721645340705E-4,0.09936162783546587
7.23,6.339191527431111E-4,0.09936608084725684
7.24,6.294972029832045E-4,0.09937050279701673
7.25,6.251060987605455E-4,0.0993748939012394
7.26,6.207456251162155E-4,0.09937925437488372
7.27,6.164155686170817E-4,0.09938358443138287
7.28,6.121157173468153E-4,0.09938788428265313
7.29,6.07845860897031E-4,0.09939215413910292
7.3,6.036057903585421E-4,0.0993963942096414
7.31,5.993952983127373E-4,0.09940060470168721
7.32,5.952141788230759E-4,0.09940478582117687
7.33,5.910622274267033E-4,0.09940893777257324
7.34,5.869392411261816E-4,0.09941306075887375
7.35,5.828450169825917E-4,0.09941715498301736
7.36,5.787793518194687E-4,0.09942122064818047
7.37,5.747420463098238E-4,0.09942525795369013
7.38,5.707329025912763E-4,0.09942926709740867
7.39,5.667517241853406E-4,0.09943324827581461
7.4,5.627983159883867E-4,0.09943720168401156
7.41,5.588724842626991E-4,0.09944112751573723
7.42,5.549740366276283E-4,0.09944502596337232
7.43,5.511027820508421E-4,0.0994488972179491
7.44,5.472585308396703E-4,0.09945274146916026
7.45,5.434410946325491E-4,0.09945655890536739
7.46,5.39650286390556E-4,0.09946034971360938
7.47,5.358859203890465E-4,0.09946411407961091
7.48,5.321478122093832E-4,0.09946785218779056
7.49,5.28435778730764E-4,0.09947156422126917
7.5,5.247496381221429E-4,0.0994752503618778
7.51,5.210892098342497E-4,0.0994789107901657
7.52,5.174543145917055E-4,0.09948254568540824
7.53,5.138447743852324E-4,0.09948615522561471
7.54,5.102604124639633E-4,0.09948973958753597
7.55,5.06701053327842E-4,0.0994932989466721
7.56,5.03166522720125E-4,0.09949683347727982
7.57,4.996566476199763E-4,0.09950034335237996
7.58,4.961712562351606E-4,0.09950382874376477
7.59,4.927101779948284E-4,0.09950728982200512
7.6,4.892732435424029E-4,0.09951072675645754
7.61,4.8586028472855796E-4,0.09951413971527139
7.62,4.8247113460429716E-4,0.09951752886539564
7.63,4.791056274141233E-4,0.09952089437258582
7.64,4.7576359858930874E-4,0.09952423640141064
7.65,4.7244488472741007E-4,0.09952755511527255
7.66,4.691493215873063E-4,0.09953085067841265
7.67,4.658767463447513E-4,0.0995341232536552
7.68,4.626269986139486E-4,0.099537373001386
7.69,4.5939991913057735E-4,0.09954060008086936
7.7,4.561953497444507E-4,0.0995438046502555
7.71,4.5301313341224864E-4,0.0995469868665877
7.72,4.4985311419033157E-4,0.09955014688580961
7.73,4.4671513722762936E-4,0.09955328486277232
7.74,4.4359904875861025E-4,0.09955640095124134
7.75,4.405046960963235E-4,0.09955949530390364
7.76,4.374319276255241E-4,0.09956256807237442
7.77,4.343805927958715E-4,0.09956561940720407
7.78,4.3135054211520813E-4,0.09956864945788474
7.79,4.2834162714291496E-4,0.09957165837285703
7.8,4.253537004833433E-4,0.0995746462995166
7.81,4.223866157793261E-4,0.09957761338422062
7.82,4.194402277057656E-4,0.09958055977229419
7.83,4.1651439196329975E-4,0.09958348560803665
7.84,4.1360896527204425E-4,0.0995863910347279
7.85,4.1072380536541405E-4,0.09958927619463454
7.86,4.0785877098402124E-4,0.09959214122901593
7.87,4.050137218696521E-4,0.0995949862781303
7.88,4.02188518759319E-4,0.09959781148124064
7.89,3.9938302337939267E-4,0.09960061697662055
7.9,3.9659709843981007E-4,0.09960340290156014
7.91,3.938306076283618E-4,0.09960616939237159
7.92,3.910834156050547E-4,0.0996089165843949
7.93,3.883553879965536E-4,0.09961164461200339
7.94,3.856463913907005E-4,0.09961435360860925
7.95,3.829562933311117E-4,0.09961704370666884
7.96,3.8028496212418386E-4,0.09961971503787577
7.97,3.7763226508767407E-4,0.09962236773491227
7.98,3.74998071696806E-4,0.09962500192830315
7.99,3.723822528529132E-4,0.09962761774714703
8.0,3.697846803600881E-4,0.09963021531963985
8.01,3.6720522691927466E-4,0.09963279477308068
